Nama|NPWP|Komite Audit Ketua|Nama Penerima|Komite Audit Anggota 2|Komite Audit Anggota 3|Komite Audit Anggota 4|Komite Audit Anggota 5|Direktur Utama|Direktur 1|Direktur 2|Direktur 3|Direktur 4|Direktur 5|Direktur 6|Direktur 7|Direktur 8|Direktur 9|Direktur 10|Direktur 11|Direktur 12|Direktur 13|Direktur 14|Komisaris Utama|Komisaris 1|Komisaris 2|Komisaris 3|Komisaris 4|Komisaris 5|Komisaris 6|Komisaris 7|Komisaris 8|Komisaris 9|Komisaris 10|Komisaris 11|Komisaris 12|Komisaris 13|Komisaris 14|Corporate Secretary|Established Date|Listing Date|Alamat|Phone|Fax|Homepage|Email|Pemilik Saham 1
Surya Citra Media Tbk|019040393054000|Suryani Zaini||Patricia M. Sugondo|Petrus Nugroho Wicaksono|||Sutanto Hartono|Harsiwi Achmad|Imam Sudjarwo|Rusmiyati Djajaseputra|Mutia Nandika|David Setiawan Suwarto||||||||||Adi W. Sariaatmadja|Glenn M. Surya Yusuf|Jay Geoffrey Wacher|||||||||||||Gilang Iskandar||2002-07-16|SCTV Tower -Senayan City Jl. Asia Afrika Lot.19 Jakarta 10270|2793 5599|2793 5598|http://www.scm.co.id|corsec@scm.co.id|PT Elang Mahkota Teknologi Tbk
PT Selaras Citra Nusantara Perkasa Tbk|0019620897436000|Liris Suryanto||Zulfitry Ramdan|Setiyo Bonorowanto|||Djamarwie|O Rajini Kanthan||||||||||||||Ivanna Nursalim|Hendrik Nursalim|Liris Suryanto|||||||||||||Tumpal M. Sihombing||2020-09-07|Jalan Raya Narogong Km.19 Dusun Pasir Angin, Cileungsi, Bogor, Jawa Barat 16820|(021) 8233320|(021) 8230232|www.scnp.co.id|corsec@scnp.co.id|PT Sena Dwimakmur
PT Organon Pharma Indonesia Tbk|010017028054000|||||||Daniel|Yuliana|Andri Soelastyo|Yeap Xin Yi||||||||||||Andreas Daugaard Jorgensen|Erwin Agung|Gideon Adi Siallagan|||||||||||||Arie Noviandari||1990-06-08|Sinarmas MSIG Tower, Lantai 37, unit 102 & 106, Jalan Jenderal Sudirman Kaveling 21, Karet, Setiabudi, Jakarta Selatan - 12920|085951102178|021-31107009|https://www.organon.com/indonesia/|arie.noviandari.arie.noviandari@organon.com|Organon LLC
Sidomulyo Selaras Tbk|015922339054000|Hartono Gani||Herman|Farid|||Evelyn Magdalena Tjoe|Trijanto Santoso|Kusyamto|Kartono Caesarea Ari Wiyanto|Julina Mere|||||||||||Tjoe Mien Sasminto|Hartono Gani||||||||||||||Jonathan Walewangko||2011-07-12|Jl. Gunung Sahari III No. 12 A Jakarta 10610|(021) 4266002|(021) 4266020|www.sidomulyo.com|jonathan_w@sidomulyo.com|Masyarakat Non Warkat
Millennium Pharmacon International Tbk|013008610054000/0013008610054000|Sarah Azreen binti Abdul Samat||Drs. Imam Fathorrahman, MM|Ary Gunawan|Zulkifli bin Jafar||AHMAD BIN ABU BAKAR|MOHAMAD FAZLY BIN HASSAN||||||||||||||JOEFLY JOESOEF BAHROENY|SARAH AZREEN BINTI ABDUL SAMAT|AMAN BHAKTI PULUNGAN|DRS. IMAM FATHORRAHMAN, MM|ZULKIFLI BIN JAFAR|||||||||||Olga Indria Bolang||1990-05-07|Crown Bungur Arteri Lantai 2-4, Jl. Sultan Iskandar Muda No.18, Kel. Kebayoran Lama Selatan, Kec. Kebayoran Lama, Jakarta Selatan 12240|021-270 85961; 270 85964|021-270 85958|www.mpi-indonesia.co.id|investor.relation@mpi-pharmaniaga.co.id|Pharmaniaga International Corporation Sdn. Bhd.
PT Bank Woori Saudara Indonesia 1906 Tbk|011487824054000|Adi Haryadi||Agus Setiadjaja|Indra Nugraha|||Kim Eungchul|Wuryanto|Abdurachman Hadi|Kim Wook Bae|Benny Sudarsono Tan|Edwin Sulaeman|Makhrizal Siregar|Akhmad Syailendra Hidayat|Irzal Yulian Pribadi|||||||Arief Budiman|Ahmad Fajarprana|Adi Haryadi|||||||||||||Wuryanto||2006-12-15|Gedung Treasury Tower Lt. 26 & 27 District 8, SCBD Lot. 28 Jl. Jend. Sudirman Kav. 52 - 53 Jakarta|(62-21) 50871906|(62-21) 50871900|www.bankwoorisaudara.com|saudara@bankwoorisaudara.com|Woori Bank Korea
PT Semacom Integrated Tbk|211373196411000|Hernadi Buhron||Gema Ramadhan|Madelin A. Hardjapamekas|||Rudi Hartono Intan|Riany Sandra Widjaja|Bambang Setiawan|||||||||||||Sabrina Sutjiawan|Djaja Tonny Intan|Hernadi Buhron|||||||||||||Dian Tresnawati||2022-01-10|Jalan Intan I KP. Poncol, RT 001, RW 001, Kel. Curug, Kec. Gunung Sindur, Kab. Bogor, Prov. Jawa Barat|+62 251 8615872|+62 251 861 5874|https://sema.id/|info@sema.id|PT Semacom Global Mandiri
PT Surya Fajar Capital Tbk|765736954077000|Syamsul Bahri Ilyas||Herlina Sitorus|Sary|||Ivo Rustandi|Rico Lesmana Sulistyo||||||||||||||Harun Pandapotan|Arwani Pranajaya|Syamsul Bahri Ilyas|||||||||||||Marianto||2019-06-19|Satrio Tower Lantai 14, Jalan Prof. Dr. Satrio Kav. C4 Kawasan Mega Kuningan, Jakarta Selatan 12950, Indonesia|+62 21 2251 3339|+62 21 2598 1342|www.sfcapital.co.id|corporate@sfcapital.co.id|PT Surya Fajar Corpora (d/h PT Bumi Tirta Rahayu)
PT Sumber Global Energy Tbk.|027953702081000|Erwin Hardiyanto Tedjo||Imelda Omar|Ellen Susilo|||WELLY THOMAS|VENKATESWARAN VENKATRAMAN|RAYMOND NG CHI CHING|||||||||||||HARRIS MULIAWAN|ERWIN HARDIYANTO TEDJO||||||||||||||Michael Harold H||2020-08-10|Graha BIP Lantai 2, Jalan Gatot Subroto Kav. 23, Jakarta Selatan 12930|021-2500120|021-2500243|www.sumberglobalenergy.co.id|corsec@sumberglobalenergy.com|PT Sumbermas Inti Energi
PT Sampoerna Agro Tbk|015989064054000|Saud Usman Nasution||Sukarnen|Pradhono|||Budi Setiawan Halim|Dwi Asmono|Lim King Hui|Hero Djajakusumah|Parluhutan Sitohang|Heri Harjanto|Eris Ariaman|||||||||Eka Dharmajanto Kasih|DR. R.B. Permana Agung Dradjattun|Komjen. Pol. (Purn.) Dr. Saud Usman Nasution, SH, MH, MM|||||||||||||Eris Ariaman||2007-06-18|Sampoerna Strategic Square North, Lt. 28 Jl. Jend. Sudirman Kav. 45 Jakarta 12930|021-577 1711|021-577 1712|www.sampoernaagro.com|eris.ariaman@sampoernaagro.com|Twinwood Family Holdings Limited
Hotel Sahid Jaya Tbk|010029791054000|||||||Dr. Ir. H. HARIYADI BUDISANTOSO SUKAMDANI, M.M|HENGKY ROY, SE|DHANADI KUSUMA WARDANA SUKAMDANI|||||||||||||Dr. (H.C.) Dra. Hj. SARWO BUDI WIRYANTI SUKAMDANI, C.H.A.|MUHAMAD NURDIN, S.E|Drs. BENY ROELYAWAN|||||||||||||Hengky Roy||1990-05-08|Jl. Jend. Sudirman No. 86 Jakarta - 10220|5703232|5701619|www.pthsji.com|a|EMPU SAHID HOLDING INTERNATIONAL, PT
PT Sillo Maritime Perdana Tbk|013429923081000|Djunggu Sitorus||Wahyudi Susanto|Kurniadi|||Herjati|Hans Raymond Ekajaya|Eddy Wirajaya|||||||||||||Sutanto|Djunggu Sitorus|Bartolomeus Christopher Ekajaya|||||||||||||Anastasia Xenia||2016-06-16|GHJ Suite Lantai 5-6, Jl. Tanah Abang III No. 18, Petojo, Gambir, Jakarta Pusat 10160|(62-21)3863861|(62-21)3867521|www.sillomaritime.com|corpsec@sillomp.com|PT Goldenheaven Prima Investama
PT Sigma Energy Compressindo Tbk|0025275165014000|Dodi Prawira Amtar||Prof. DR. Cynthia Afriani, S.E., M.E.|Tjong Lie In|||Benny|Prayoga Wisudharma|Vita Diani Satiadhi|||||||||||||Agung Suryamal|Iwan Setiawan Chandra|Dodi Prawira Amtar|||||||||||||Nurjamil||2022-04-08|GKM Green Tower 10th Floor Jl. TB Simatupang Kav 89 G Jakarta Selatan, 12520|02127878099|02127878090|www.sinerco.co.id|corpsec@sinerco.co.id|PT Sigma Energy Utama
PT Industri Jamu Dan Farmasi Sido Muncul Tbk|0011067535054000|Lindawati Gani||Herwan, NG|Budiyanto Muliohardjo, S.E., M.M., BKP.|||David Hidayat|Irwan Hidayat|Darmadji Sidik|Budiyanto|Maria Reviani|||||||||||Jonatha Sofjan Hidajat|Johan Hidayat|Sigit Hartojo Hadi Santoso|Lindawati Gani|Dokter Mohammad Adib Khumaidi|Venancia Sri Indrijati Wijono||||||||||Tiur Simamora||2013-12-18|Office Sido Muncul, Lantai 1, Gedung Hotel Tentrem, Jl. Gajahmada No. 123, Kel. Pekunden, Kec. Semarang Tengah, Semarang, 50134.|(024) 7692 8811|(024) 7692 8815|www.sidomuncul.co.id|info@sidomuncul.co.id|PT. Hotel Candi Baru
PT Siloam International Hospitals Tbk.|017881392054000|James Tobias Hall||Ting Luen Tan|Fendi Santoso|||David Utama|Atiff Ibrahim Gill|Benny Haryanto Djie|Gabriele Isacco Tironi|Phua Meng Khuan (Daniel Phua)|Richard Kidarsa|Surya Tatang|||||||||Dr. Yasonna H. Laoly, S.H., M.Sc.|Andy Nugroho Purwohardono|Sigit Prasetya|Dr. Kartini Syahrir|James Tobias Hall|||||||||||Ratih Permata Putri Hadiwinoto||2013-09-12|Gdg Fak. Kedokteran UPH Lt. 32, Jl. Boulevard Jend. Sudirman No. 15, Lippo Village, Tangerang 15810|021-25668000|021-5460075|www.siloamhospitals.com|corporate.secretary@siloamhospitals.com|SIGHT INVESTMENT COMPANY PTE LIMITED
Siwani Makmur Tbk|013186846054000|Bambang Sutejo||Suyono Handoko|Ayuningtyas Widiani|||Ifiandiaz Nazir, SH|Ikman Maulana||||||||||||||Wiwik Sukarno AR|Bambang Sutedjo||||||||||||||Yudhi Surjadjaja||1994-06-03|Mayapada Tower 1 Lantai 21 Jl. Jend. Sudirman Kav. 28 Jakarta 12920|021-5213555 ( Hunting )|021-5214555|www.siwani.co.id|corporate@siwani.co.id|Masyarakat
Salim Ivomas Pratama Tbk|0015961832092000|Timotius||Notariza Taher|Antonius Suwanto|||Mark Julian Wakeford|Suaimi Suriady|Tan Agustinus Dermawan|Johnny Ponto|Soenardi Winarto|Yohanes Djoko Junianto|In She|Ferdi Gunawan|Harrijanto Kusumo|Chandra Arif Santoso||||||Tjhie Tje Fie (Thomas Tjhie)|Axton Salim|Taufik Wiraatmadja|Hendra Widjaja|Timotius|Notariza Taher||||||||||Meyke Ayuningrum||2011-06-09|Sudirman Plaza, Indofood Tower, Lantai 11 Jalan Jendral Sudirman Kav. 76-78 Jakarta 12910|6221 5795 8822|6221 57937504|www.simp.co.id|corporate.secretary@simp.co.id|Indofood Agri Resources Ltd
PT Singaraja Putra Tbk.|024226136413000|Drs Wisono Prasetyo||Subagyo|Sumiyatun|||Erick Tonny Tjandra|Amir Antolis||||||||||||||Ir. Fredyanto Oetomo|Brian Randing|Drs Wisono Prasetyo|||||||||||||Ilmiawanti||2019-11-08|Jl. Galeria Singaraja Blok C 16-17 Lippo Cikarang Kabupaten Bekasi 17550|021-8974309|0|www.singarajaputra.com|corsec@singarajaputra.com|PT Autum Prima Indonesia
PT Sreeya Sewu Indonesia Tbk|013936760054000|Theo Lekatompessy||Lita Suprianto|Aria Kanaka|||SUNGKONO SADIKIN|SRI SUMIYARSI|SIK WEI TJIEN|IRVAN CAHYANA||||||||||||ANTONIUS JOENOES SUPIT|EDDY TAMBOTO|THEO LEKATOMPESSY|STEPHANIE VERAWATY GONDOKUSUMO||||||||||||Natanael Yuyun Suryadi||1996-12-27|Sequis Tower, Lantai 40, Jl. Jenderal Sudirman Kav.71, Jakarta Selatan, 12190|021-50991599|021-27083636|www.sreeyasewu.com|info.sreeya@sreeyasewu.com|PT GREAT GIANT PINEAPPLE
Sekar Bumi Tbk|011484870054000|Hadi Cahyadi||Eddy Sutjahjo|Rachmatdi|||OEI HARRY LUKMITO|FREDDY ADAM|GARY IYAWAN|PAHLAWAN HARI TJAHJONO|IVONE MARGARETHA|MARK GERARD CLAY||||||||||FINNA HUANG|HADI CAHYADI|HARTONO WIJAYA|||||||||||||Ivone Margaretha||2012-09-28|Plaza Asia Fl. 21, Jl. Jenderal Sudirman Kav. 59, Jakarta 12190|(021) 51401122|(021) 51401212|www.sekarbumi.com|skbm@sekarbumi.com|TAEL Two Partners Ltd.
Sekar Laut Tbk|011409380054000|Bing Hartono P.||Silvia Yaptono, SE|Chrisyanti Hidayat, SH|||Welly Gunawan|John Canfi Gozal|Sung Sandiono Sungkono|Eddy Hokgiantoro||||||||||||Fanni Susilo|Oei Harry Fong Jaya|Bing Hartono Poernomosidi|Oei Michele Mallotie Sunogo|Hongisisilia|||||||||||Jimmy Herlambang||1993-09-08|Jl. Raya Darmo No. 23-25, Surabaya|(031) 567-1371|(031) 567-2318, (031) 567-6240|www.sekarlaut.com|sekarlaut@sekar.co.id|GREEN RESOURCES INVESTMENTS PTE. LTD.
PT Superkrane Mitra Utama Tbk|017496969045000|Irjen Pol (P) Drs Anton Wahono||Wikanto Artadi|Dian Utami Tjandra|||Yafin Tandiono Tan|Linayati||||||||||||||Johannes Wargo|Irjen Pol (P) Drs Anton Wahono||||||||||||||Eddy Gunawin||2018-10-11|Jl. Raya Cakung Cilincing No. 9B, Jakarta Utara 14130 Indonesia|(021) 441 3455|(021) 441 8290|www.superkrane.com|superkrane@superkrane.com|PT Saga Investama Sedaya
PT Northcliff Citranusa Indonesia Tbk.|022503981021000|Ratih D. Item||Salomo Marpaung|Marthen Fredy Akihary|||Arief Mulyadi|||||||||||||||Steven Isaac Risakotta|||||||||||||||R Siti Nurhaliza||2010-07-07|Graha Mampang Lantai 2 Suite LPA Jl.Mampang Prapatan Raya No.100 Jakarta Selatan 12760-Indonesia|021-7975947|021-7975948|www.skybee.co.id|info.northcliff@ncitranusa.com|Masyarakat
PT Gaya Abadi Sempurna Tbk|016797557415000|Hadi Avilla Tamzil||Ari Binsar|Mohamad Ali Sofyan|||Edi Hanafiah Kwanto|Wilson Ng|Wilson Teoh|||||||||||||Tjoa King Hoa|Budi Setiyadi||||||||||||||Wilson Teoh||2019-10-07|Jl Raya Serang Km 14,2 No 8, Pasir Gadung, Cikupa, Banten|(021)22597464|(021)4520716|www.gaya-slis.com|corporate@gaya-slis.com|Masyarakat Non Warkat
PT Sinar Mas Agro Resources and Technology Tbk|010001832092000|Ardhayadi, SE., MA||Ketut Sanjaya|DR. Robert A. Simanjuntak|||The Biao Leng|Franciscus Costan|D. Agus Purnomo|Yovianes Mahar||||||||||||Franky Oesman Widjaja|Ir. Lukmono Sutarto|Prof. DR. Teddy Pawitra|Prof. DR. Susiyati B. Hirawan|Ardhayadi, SE. MA|||||||||||Bapak Jimmy Pramono||1992-11-20|Gedung Sinar Mas Land Plaza, Menara 2 Lt. 28-30, Jl. MH. Thamrin No. 51, RT 09 RW 04, Gondangdia, Menteng, Jakarta Pusat, DKI Jakarta 10350|021-50338899|-|https://www.smart-tbk.com|investor@smart-tbk.com; jimmy.pramono@sinarmas-agri.com|PURIMAS SASMITA, PT
PT Semen Baturaja Tbk|010021152051000|Chowadja Sanova||Abu Bakar|Ramza Aziz|Alex Iskandar Munaf||SUHERMAN YAHYA|MUHAMMAD SYAFITRI|RAHMAT HIDAYAT|||||||||||||ALEX ISKANDAR MUNAF|CHOWADJA SANOVA|HADI DARYANTO|INOSENTIUS SAMSUL||||||||||||Hari Liandu||2013-06-28|Jl. Abikusno Cokrosuyoso PO BOX 1175 Kertapati Palembang Sumatera Selatan 30258|(0711) 511261|(0711) 512126|www.semenbaturaja.co.id|corsec.smbr@sig.id|PT Semen Indonesia (Persero) Tbk
PT Solusi Bangun Indonesia Tbk|010017077092000|Prijo Sambodo||Erlin Sarwin|Sugianto|||Asri Mukhtar|Ony Suprihartono|Soni Asrul Sani|Yasuhide Abe||||||||||||Prijo Sambodo|Herudi Kandau Nugroho|Yohanes Surya|Shinji Fukami||||||||||||Andika Lukmana||1977-08-10|Talavera Suite 15th Floor, Talavera Office Park, Jl. TB Simatupang No. 22-26 Jakarta 12430|29861000|29863333|https://solusibangunindonesia.com|corpsec.sbi@sig.id|PT Semen Indonesia (Persero) Tbk
Suryamas Dutamakmur Tbk|013484936054000|||||||Liauw, Herry Hendarta|Prasetijo Tanumihardja|Sanjaya Sutarsa|Ir. Siswanto Adisaputro||||||||||||Michael J. P. Widjaja|Lie Jani Harjanto|Prof. Dr. Susiyati B. Hirawan|||||||||||||Hendri Soma Dinata||1995-10-12|SPBC, Plaza Marein Lt.16, Jl. Jend. Sudirman Kav.76-78 Jakarta|(021) 5793 6733|(021) 5793 6730|www.rancamaya.com|corsec@rancamaya.com|PT Bumi Serpong Damai Tbk
Samudera Indonesia Tbk|010018950054000|Hoesen||Herwan Ng|Aria Farah Mita|||Bani Maulana Mulia|Ridwan Hamid|Farida Helianti Sastrosatomo|Tara Hidayat||||||||||||Shanti Lasminingsih Poesposoetjipto|Amir Abadi Jusuf|Ken Narotama Hidayatullah|Anugerah Pekerti|Masli Mulia|Hoesen||||||||||Farida Helianti Sastrosatomo||1999-07-05|Gedung Samudera Indonesia Lt. 8 Jl. Letjen S Parman Kav. 35 RT.004 Rw. 003 Kemanggisan – Palmerah Jakarta Barat, DKI Jakarta|(021) 25676999|(021) 25675628|0|corporate.secretary@samudera.id|PT Samudera Indonesia Tangguh
PT Sumber Mineral Global Abadi Tbk|804647428077000|Gregorius Ananda Yurisio||Alex Gunawan|Venny Heryanto|||Raymond Ng Chi Ching|Dimas Arie Wicaksana|Hu Bo|Kiki Hermawan Susilo||||||||||||Welly Thomas|G. A. Yurisio||||||||||||||Mona Dita Saraswati||2024-01-30|Graha BIP Lantai 2 Jl. Gatot Subroto Kav.23 Jakarta Selatan 12930, Indonesia|(+62) 21 522 9900||https://www.smgagroup.com|corsec@smgagroup.com|PT SUMBER GLOBAL ENERGY TBK
Semen Indonesia (Persero) Tbk|0010016319051000|Saor Siagian||Budi Waseso|Yustinus Prastowo|Sahat Pardede|Budi Rahayu|Donny Arsal|Yosviandri|Agung Wiharto|Subhan|Andriano Hosny Panangian|Reni Wulandari||||||||||Budi Waseso|Lydia Silvanna Djaman|Yustinus Prastowo|Saor Siagian|Ratna Irsana|Sony Subrata||||||||||VITA MAHREYNI||1991-07-08|South Quarter Tower A, LT. 19-20 Jl. RA Kartini, Kav. 8, Jakarta Selatan 12430|(021) 5261174; (021) 5261175|(021) 5261176|www.sig.id|corporate.secretary@sig.id; investor.relations@sig.id|Biro Klasifikasi Indonesia, PT
PT Sarana Mitra Luas Tbk|025010992413000|I Ketut Widiana||Tjiendradjaja Yamin|Tai Harry Christian|||Hadi Suhermin|Winston Suhermin||||||||||||||Lucia Irawaty Lie|I Ketut Widiana||||||||||||||Winston Suhermin||2023-05-12|Jl. Gemalapik Raya No. 130 - 111 Pasirsari, Cikarang Selatan Bekasi, Jawa Barat 17530|021 - 8990 2188 / 8911 7466||https://www.sml.co.id/|corsec@sml.co.id|Hadi Suhermin
PT Satyamitra Kemas Lestari Tbk|020931671415000|Bambang Suryana||Ade Sukirman|Fransiska Natalia|||Ang Kinardo|Tan Franco Agung|Herryanto Setiono Hidayat|||||||||||||Rachman Sastra|Kihary Angdias|Bambang Suryana|||||||||||||Thie David||2019-07-11|Kawasan Industri Benua Permai Lestari Jl. Raya Serang Km 25,6, Desa Cisereh, Tigaraksa Tangerang 15720|+6221 5950988|+6221 5950089|www.satyamitra.com|satyamitra@satyamira.com|PT Satyamitra Investindo Pratama
PT Sinergi Multi Lestarindo Tbk|031019276035000|Basa Sidabutar||Yan Syafrin|Evie Feniyanti|||Siu Min|Liawan Yusdianto|Yulia Rosaline|Tanti Royani|Dessy Sarendiani|||||||||||Gunawan|Halim Liawan|Drs. Basa Sidabutar, S.H., M.H.|||||||||||||Arry Wahyu Riansyah||2024-01-10|Business Park Kebon Jeruk Blok I 5-6 Jl. Raya Meruya Illir, Kav.88 Meruya Utara Kembangan Jakarta Barat 11620|(021) 3006 7971|(021) 30067993|www.ptsml.id|corsec@ptsml.id|PT Sinergi Asia Corporindo
PT Sinar Mas Multiartha Tbk|0013620026054000|Robinson Simbolon||Halim Alamsyah|Nurhaida|||Burhanuddin Abdullah|Agus Leman Gunawan|Ferita|Felix|Lili Wijata|Ir. Dumoly Freddy Pardede||||||||||Fuganto Widjaja|Robinson Simbolon|Ketut Sanjaya|||||||||||||Felix||1995-07-05|Menara Tekno Lantai 7 Jalan Fachruddin Nomor 19 Jakarta Pusat 10250|(021) 3925660|(021 ) 3925788|www.smma.co.id|multiartha@smma.co.id|PT Sinar Mas Cakrawala
GOLDEN EAGLE ENERGY Tbk|013612668054000|Ong Beng Chye||Kevin Nur Reza|Agustini|||Huang She Thong|Ng See Yong|Yuliana|||||||||||||Budi Susanto|Yanto Melati|Ong Beng Chye|||||||||||||Susanti Nilam||1997-12-01|The Suites Tower Lt. 17, Jl. Boulevard Pantai Indah Kapuk No. 1 Kav OFS, Jakarta Utara 14470|021 - 22511055|021 - 22511057|www.go-eagle.co.id|corsec@go-eagle.co.id; contact@go-eagle.co.id|PT Geo Energy lnvestama
PT Summarecon Agung Tbk|010022614054000|Lexy Arie Tumiwa||Leo A. Mancianno|Ir. Ge Lilies Yamin|||Ir. Adrianto Pitojo Adi|Liliawati Rahardjo|Soegianto Nagaria|Herman Nagaria|Lydia Tjio|Nanik Wijaya|Ir. Sharif Benjamin|Jason Lim||||||||Soetjipto Nagaria|Hartodjojo Nagaria|Drs. H. Edi Darnadi, M.M|Ge Lilies Yamin|Lexy Arie Tumiwa|Hendri Rahardja||||||||||Lydia Tjio||1990-05-07|Jl. Perintis Kemerdekaan No.42 Jakarta Timur|021 - 4714567|021 - 4892976|www.summarecon.com|corp_secretary@summarecon.com|Masyarakat Non Warkat
SMR Utama Tbk|030522858048000|Andi Ruswandi||Dasep Hedianto|Lena|||Gani Bustan|Hendrick F. Sapulete||||||||||||||Wijaya Mulia|Andi Ruswandi, S.E.||||||||||||||Arief Novaldi||2011-10-10|Rukan Puri Mutiara A.12 & A.15, Jl. Griya Utama, RT.2/RW.5, Sunter Agung, Kec. Tj. Priok, Jakarta – 14350|021-65310822|021-65310823|www.smrutama.com|info@smrutama.com|PT Trada Alam Minera, Tbk
Selamat Sempurna Tbk|013001607054000|Drs. Joseph Pulo||Aida Ria Santoso|Pradana Ramadhian G|||Djojo Hartono|Aris Setyapranarka|Roni Kunto|Sumarni||||||||||||Eddy Hartono|Drs. Joseph Pulo||||||||||||||Lidiana Widjojo||1996-09-09|Wisma ADR, Jl. Pluit Raya I No. 1, Penjaringan, Jakarta Utara 14440|(021) 661-00-33, 669-02-44. Ibu Lidia: Ext 327|021-661-8438/669-6237|http://www.smsm.co.id|lidiana.widjojo@adr-group.com|PT Adrindo Inti Perkasa
PT Sunter Lakeside Hotel Tbk.|0015607526038000|Santoso Widjojo||Sugito Wibowo|Kristianto Nugraha|||Sapto Utomo Hidajat|Daniel Hidayat|Alexander Hidajat|Toto Sandjaja||||||||||||Surjo Luhur Hidajat|Nicholas Thomas Pelliccione|Santoso Widjojo|||||||||||||Emma Madalina||2021-03-29|Jl. Danau Permai Raya Blok C1 Sunter, Jakarta Utara 14350|(021) 650 9969, 650 1010, 650 1515, 3119 2888|(021) 650 9970, 651 9889, 650 2255|www.hotelsunlake.com|corporate@sunlakehotel.com|Unilink Ventures Inc.
PT Soechi Lines Tbk.|029934916018000|Haryo Suparmun||Ferry Yanto Widjaja|Maria Natalina Sindhikara|||Go Darmadi|Paula Marlina|Pieters Adyana Utomo|||||||||||||Paulus Utomo|Haryo Suparmun||||||||||||||Paula Marlina||2014-12-03|Sahid Sudirman Center 51st Floor, Jl. Jend. Sudirman Kav. 86, Jakarta Pusat 10220|+62 21-8086-1000|+62 21-8086-1001|tidak berubah|tidak berubah|PT Darma Pertiwi Raya
PT Boston Furniture Industries Tbk..|315615286451000|Eric Effendy||Kelik Irwantono|Nurrachman Hidayat|||Yohan Satya|Dimas Adiyasa Wiryaatmaja||||||||||||||Hardy Satya|Eric Effendy||||||||||||||Helmut Sandro Parulian||2020-07-07|Kawasan Industri Millenium Jalan Milenium 15 Blok I-2 No. 5A, Kecamatan Panongan, Kabupaten Tangerang, Banten 15710|021 29159118|021 29159120|www.boston-industries.com|investor@boston-industries.com|Hardy Satya
PT Soho Global Health Tbk|0013032966073000|Harry Salam||Lim Chern Han|Richard Kidarsa|||Ery Yunasri, S.H., LL.M|Piero Brambati|Yuliana|Rogelio Paulino Jr. Castillo Lao||||||||||||Eng Liang Tan|Harry Salam|Andy Nugroho Purwohardono|||||||||||||Yuliana||2020-09-08|Jl. Rawa Sumur II Kav BB No. 3, Kawasan Industri Pulogadung, Kelurahan Jatinegara, Kecamatan Cakung, Jakarta Timur 13930, Indonesia|(021) 4683 4411|(021) 4683 0505|www.sohoglobalhealth.com|corporate.secretary@sohoglobalhealth.com|Tiberias 96 Pty Ltd
PT Xolare RCR Energy Tbk|0723553483012000|Ramdani Eka Saputra SE. SH. MM. MH||Hendra Railis|Maimirza|||Mochamad Bhadaiwi|Imam Buchairi|Elvis Subiantoro|Hasnan Riswandi||||||||||||DR. Winardi Sani|Achmad Alwi, SH.|Ramdani Eka Saputra, SE., SH, MM, MH|||||||||||||Dinda Oktavia, SH||2024-05-08|Gedung Plaza Simatupang Lt. 6 Jl. TB Simatupang Kav. IS No. 01 Pondok Pinang, Kebayoran Lama, Jakarta Selatan, DKI Jakarta 12310|(021) 22702295|(021) 22702295|www.xolare.co.id|corsec@xolare.co.id|PT Energi Hijau Investama
Sona Topas Tourism Industry Tbk|013709852054000|Gn Hiang Lin||Elisia Sowiti Sutrisna, SE|Estu Sudarmanik|||Ir. Wong Budi Setiawan|Milan Rabold|Vinay Lamba|Victoria Tahir|Harry Wangidjaja|||||||||||Jonathan Tahir|Kevin Quoc Hong|Ronald Kumalaputra|Drs. Aryanto Agus Mulyo|Godman Hianglin Gn|Drs. Dai Bachtiar, S.H.||||||||||Budi Setiawan||1992-07-21|Menara Sudirman Lantai 20, Jl. Jend. Sudirman Kav. 60, RT 005/RW 03, Kelurahan Senayan, Kecamatan Kebayoran Baru, Jakarta Selatan 12190|021-5213056|021-5213066|http://www.sonatopas.co.id/|sonatopas@stti.co.id|DFS Venture Singapore (PTE) LTD
PT Shield On Service Tbk.|023615511073000|Azusa Mihara||Fransiska Wan Wan|Achmad Andru Desember|||Yoshinobu Nagao|Akira Kawamura|Jun Taguchi|Djono Karjadi||||||||||||Motohisa Suzuki|Maya Osaki|Harry Ramaputra|Azusa Mihara|Supratman Gunawan|||||||||||Hans Trisna Kurniantoro||2018-11-06|Graha Dinamika, Lantai 3 Jl. Tanah Abang II No. 49-51 Jakarta Pusat 10160, Indonesia|+62 21 350 5915|+62 21 350 5913|www.sos.co.id|corporate.secretary@sos.co.id|PT ALSOK BASS INDONESIA SECURITY SERVICES
PT Satria Mega Kencana Tbk.|024150971019000|Husni Heron||Maskanah|Aryo Kusumo Wibowo|||FLORETA TANE|SORTA DELIMA ROSIDA ELISABETH CESILIA PURBA||||||||||||||STEVANO RIZKI ADRANACUS|HUSNI HERON||||||||||||||Margaretha RW Tanaji, SH||2018-12-10|Jl. Panglima Polim Raya No. 28, Pulo, Kebayoran Baru, Jakarta Selatan|021-72781782|0|www.satriamegakencana.com|corsec@satriamegakencana.com|Herman Herry Adranacus
